1,
1,01_metaphysics/
2,01_metaphysics/type/quality/
4,01_metaphysics/type/quality/
3,01_metaphysics/type/quality/
5,01_metaphysics/type/quality/
1,01_metaphysics/type/framework/
4,01_metaphysics/type/entity/
2,01_metaphysics/type/proposition/
2,01_metaphysics/type/proposition/
2,01_metaphysics/type/proposition/
2,01_metaphysics/type/proposition/
4,01_metaphysics/type/proposition/
3,01_metaphysics/type/proposition/
4,01_metaphysics/type/reality/
3,01_metaphysics/type/reality/
7,01_metaphysics/type/reality/
3,01_metaphysics/type/reality/
7,01_metaphysics/type/reality/
1,01_metaphysics/type/reality/
6,01_metaphysics/type/reality/
4,01_metaphysics/type/event/
3,01_metaphysics/type/event/
3,01_metaphysics/idea/
1,01_metaphysics/idea/
6,01_metaphysics/idea/
1,01_metaphysics/idea/
5,01_metaphysics/idea/
4,01_metaphysics/idea/
4,01_metaphysics/idea/
5,01_metaphysics/idea/
0,01_metaphysics/idea/
4,01_metaphysics/idea/
3,01_metaphysics/idea/
2,01_metaphysics/idea/
1,01_metaphysics/idea/
4,01_metaphysics/idea/
5,01_metaphysics/idea/
3,01_metaphysics/idea/
2,01_metaphysics/idea/
2,01_metaphysics/idea/
3,01_metaphysics/idea/
1,01_metaphysics/idea/
3,01_metaphysics/idea/
3,01_metaphysics/idea/
1,01_metaphysics/idea/
3,01_metaphysics/idea/
1,01_metaphysics/idea/
2,01_metaphysics/idea/
2,01_metaphysics/idea/
3,01_metaphysics/idea/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
1,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
5,00_chaos/
1,00_chaos/
1,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
1,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
3,00_chaos/
0,00_chaos/
0,00_chaos/
5,00_chaos/
1,00_chaos/
2,00_chaos/
4,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
2,00_chaos/
0,00_chaos/
1,00_chaos/
0,00_chaos/
0,00_chaos/
1,00_chaos/
1,00_chaos/
1,00_chaos/
2,00_chaos/
2,00_chaos/
2,00_chaos/
1,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
1,00_chaos/
2,00_chaos/
3,00_chaos/
1,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
2,00_chaos/
2,00_chaos/
2,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
1,00_chaos/
3,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
2,00_chaos/
0,00_chaos/
1,00_chaos/
0,00_chaos/
3,00_chaos/
2,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
2,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
1,00_chaos/
3,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
4,00_chaos/
1,00_chaos/
0,00_chaos/
2,00_chaos/
0,00_chaos/
6,00_chaos/
0,00_chaos/
0,00_chaos/
1,00_chaos/
3,00_chaos/
5,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
2,00_chaos/
0,00_chaos/
1,00_chaos/
1,00_chaos/
2,00_chaos/
0,00_chaos/
2,00_chaos/
4,00_chaos/
0,00_chaos/
2,00_chaos/
1,00_chaos/
0,00_chaos/
0,00_chaos/
0,00_chaos/
2,00_chaos/
